8.121814727783203125e+00,3.179765939712524414e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.256499290466308594e+00,2.804977655410766602e+00,1.879224896430969238e+00,0.000000000000000000e+00,4.896122455596923828e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.200314998626708984e+00,9.399292945861816406e+00,1.108018207550048828e+01,9.109770774841308594e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.428214311599731445e+00,1.045121073722839355e+00,9.910228729248046875e+00
7.854734420776367188e+00,1.900474905967712402e+00,0.000000000000000000e+00,4.382504940032958984e+00,6.274408817291259766e+00,3.449128866195678711e+00,2.824950695037841797e+00,0.000000000000000000e+00,2.247452735900878906e+00,0.000000000000000000e+00,5.120069026947021484e+00,2.262141704559326172e+00,4.825032234191894531e+00,6.593682765960693359e+00,2.786336660385131836e+00,6.805787563323974609e+00,0.000000000000000000e+00,2.278532505035400391e+00,4.077393054962158203e+00,3.352009296417236328e+00
1.276984310150146484e+01,0.000000000000000000e+00,3.951897621154785156e+00,2.345718383789062500e+00,0.000000000000000000e+00,5.384424209594726562e+00,5.612431526184082031e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.840372800827026367e+00,1.651883721351623535e+00,3.118870496749877930e+00,6.022850036621093750e+00,1.304446125030517578e+01,0.000000000000000000e+00,1.347477316856384277e+00,2.092784881591796875e+00,0.000000000000000000e+00
1.299411487579345703e+01,4.031921863555908203e+00,1.087533569335937500e+01,0.000000000000000000e+00,3.065112352371215820e+00,8.882600784301757812e+00,7.752229213714599609e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.349540710449218750e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.190431118011474609e+00,8.856737136840820312e+00,0.000000000000000000e+00,2.063441991806030273e+00,1.597426772117614746e+00,2.958204030990600586e+00
9.126485824584960938e+00,3.751180887222290039e+00,0.000000000000000000e+00,3.481902360916137695e+00,4.473042011260986328e+00,7.548044681549072266e+00,5.019819259643554688e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.869771957397460938e+00,3.620397329330444336e+00,5.575182437896728516e+00,2.459932327270507812e+00,9.315610885620117188e+00,6.275760173797607422e+00,0.000000000000000000e+00,6.217147350311279297e+00,2.221295595169067383e+00,4.501076221466064453e+00
1.019239425659179688e+01,1.297092199325561523e+00,0.000000000000000000e+00,3.511786699295043945e+00,3.154140472412109375e+00,4.717770099639892578e+00,5.661217689514160156e+00,0.000000000000000000e+00,2.661227226257324219e+00,0.000000000000000000e+00,4.216088771820068359e+00,3.791695117950439453e+00,7.302785396575927734e+00,6.020189285278320312e+00,9.174026489257812500e+00,9.828344345092773438e+00,0.000000000000000000e+00,3.380113601684570312e+00,2.109964132308959961e+00,4.812035560607910156e+00
5.318509101867675781e+00,2.999117136001586914e+00,0.000000000000000000e+00,3.898358821868896484e+00,5.339175701141357422e+00,1.230257272720336914e+00,2.593083381652832031e+00,0.000000000000000000e+00,3.077529430389404297e+00,0.000000000000000000e+00,8.560847282409667969e+00,1.775965929031372070e+00,1.287765884399414062e+01,6.784955501556396484e+00,9.215631484985351562e+00,5.484576225280761719e+00,0.000000000000000000e+00,1.168108463287353516e+01,6.960488796234130859e+00,2.299124002456665039e+00
7.545392036437988281e+00,8.763380050659179688e+00,6.715173721313476562e+00,2.711565732955932617e+00,9.688216209411621094e+00,1.238031005859375000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.684692263603210449e-01,0.000000000000000000e+00,4.000608444213867188e+00,5.603463649749755859e+00,0.000000000000000000e+00,9.457230567932128906e-01,6.352086067199707031e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426208734512329102e+00,0.000000000000000000e+00,1.289995861053466797e+01
3.769243717193603516e+00,6.137297630310058594e+00,0.000000000000000000e+00,2.948532819747924805e+00,6.025406837463378906e+00,0.000000000000000000e+00,5.770571708679199219e+00,0.000000000000000000e+00,6.563423633575439453e+00,0.000000000000000000e+00,4.632277011871337891e+00,5.227293968200683594e+00,3.854419946670532227e+00,5.110364437103271484e+00,1.283877372741699219e+00,5.458755970001220703e+00,0.000000000000000000e+00,1.798408865928649902e+00,6.337651729583740234e+00,8.918656349182128906e+00
6.462831974029541016e+00,5.697197437286376953e+00,0.000000000000000000e+00,7.990770816802978516e+00,5.128341674804687500e+00,6.381258010864257812e+00,3.563408136367797852e+00,0.000000000000000000e+00,6.099673748016357422e+00,0.000000000000000000e+00,8.497305870056152344e+00,5.545526981353759766e+00,5.986124515533447266e+00,2.051330804824829102e+00,9.832259178161621094e+00,3.050103664398193359e+00,0.000000000000000000e+00,7.937994003295898438e+00,3.612432003021240234e+00,6.891027450561523438e+00
0.000000000000000000e+00,5.619513034820556641e+00,0.000000000000000000e+00,6.207433700561523438e+00,9.076280593872070312e+00,2.151883602142333984e+00,3.118757247924804688e+00,0.000000000000000000e+00,4.575298786163330078e+00,0.000000000000000000e+00,1.234292316436767578e+01,6.445509791374206543e-01,5.256045818328857422e+00,5.353158950805664062e+00,0.000000000000000000e+00,3.407122135162353516e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.852205276489257812e+00,9.746468544006347656e+00
