0.000000000000000000e+00,0.000000000000000000e+00,1.958154869079589844e+01,0.000000000000000000e+00,5.905171394348144531e+00,0.000000000000000000e+00,8.313616514205932617e-01,1.566779994964599609e+01,0.000000000000000000e+00,7.034900665283203125e+00,0.000000000000000000e+00,1.389514160156250000e+01
5.726169109344482422e+00,4.880286216735839844e+00,1.856082916259765625e+01,4.848667621612548828e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.437413930892944336e-01,7.813439369201660156e+00,0.000000000000000000e+00,8.783251047134399414e-01,2.919842720031738281e+00,7.662477493286132812e+00
1.106117534637451172e+01,2.081862211227416992e+00,1.199301719665527344e+01,1.619160079956054688e+01,8.669815063476562500e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.282739162445068359e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.242775249481201172e+01,7.249520778656005859e+00
1.478221893310546875e+01,2.752217054367065430e+00,8.966727256774902344e+00,1.392848873138427734e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.341816902160644531e+00,1.500784206390380859e+01,1.259270310401916504e-02
5.841112136840820312e+00,5.396888256072998047e+00,1.196005344390869141e+01,7.464366912841796875e+00,1.614839792251586914e+00,4.341485977172851562e+00,4.937121868133544922e+00,1.154517841339111328e+01,0.000000000000000000e+00,3.950651168823242188e+00,1.299182891845703125e+01,5.137300968170166016e+00
3.583324193954467773e+00,5.842138290405273438e+00,1.388745212554931641e+01,7.577833652496337891e+00,4.515470981597900391e+00,2.697056531906127930e-01,1.993842124938964844e+00,1.219680118560791016e+01,0.000000000000000000e+00,2.175457715988159180e+00,1.030270385742187500e+01,9.260764122009277344e+00
0.000000000000000000e+00,6.493728637695312500e+00,1.209612369537353516e+01,1.193571388721466064e-01,1.644108414649963379e+00,8.532176971435546875e+00,1.019220447540283203e+01,1.830592155456542969e+01,0.000000000000000000e+00,1.680907309055328369e-01,5.013746261596679688e+00,1.325462532043457031e+01
8.857371330261230469e+00,0.000000000000000000e+00,1.719481849670410156e+01,1.333593368530273438e+01,0.000000000000000000e+00,6.358990192413330078e+00,0.000000000000000000e+00,5.659866333007812500e+00,0.000000000000000000e+00,1.437495422363281250e+01,0.000000000000000000e+00,7.549542188644409180e-01
5.595346450805664062e+00,9.293243408203125000e+00,1.859477043151855469e+01,2.901234626770019531e+00,3.509092092514038086e+00,4.422745227813720703e+00,4.231085300445556641e+00,2.727393865585327148e+00,0.000000000000000000e+00,9.064734458923339844e+00,0.000000000000000000e+00,5.973213195800781250e+00
1.767130851745605469e+00,8.879709243774414062e+00,1.627506065368652344e+01,1.060645008087158203e+01,3.352662324905395508e-01,9.487865447998046875e+00,8.362364768981933594e+00,8.837600708007812500e+00,0.000000000000000000e+00,8.962930679321289062e+00,8.711214065551757812e+00,7.652674198150634766e+00
3.239887475967407227e+00,5.668679714202880859e+00,2.382464790344238281e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.218614387512207031e+01,8.683381080627441406e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.322196006774902344e+00,0.000000000000000000e+00,0.000000000000000000e+00
